trip,price,tripTime,tripTimeUnc,walkTimeStart,walkTimeEnd,taxiWaitTime,busWaitTime,tripTimeRange,respID,qID,altID,obsID
Uber/Lyft,30,70,0.05,0,10,5,5,66 - 74 minutes,17,5,1,101
Car | Bus,10,30,0.05,5,5,10,5,28 - 32 minutes,17,5,2,101
Car,30,30,0.2,0,10,5,5,24 - 36 minutes,17,5,3,101
Uber/Lyft | Bus | Bus,25,60,0.2,10,0,10,5,48 - 72 minutes,17,6,1,102
Car | Bus | Taxi,20,30,0.1,0,0,5,10,27 - 33 minutes,17,6,2,102
Bus | Bus | Uber/Lyft,10,50,0.05,0,0,5,5,48 - 52 minutes,17,6,3,102
Taxi | Bus,20,50,0.2,10,10,5,5,40 - 60 minutes,18,1,1,103
Uber/Lyft | Bus,30,60,0.05,5,5,5,10,57 - 63 minutes,18,1,2,103
Bus | Bus,20,60,0.05,5,5,10,5,57 - 63 minutes,18,1,3,103
Uber/Lyft | Bus | Bus,25,30,0.2,10,10,5,10,24 - 36 minutes,18,2,1,104
Car,10,40,0.1,5,10,5,10,36 - 44 minutes,18,2,2,104
Taxi | Bus | Bus,20,40,0.2,5,10,5,5,32 - 48 minutes,18,2,3,104
Taxi | Bus | Bus,20,60,0.1,5,5,5,5,54 - 66 minutes,18,3,1,105
Car | Bus | Uber/Lyft,10,60,0.1,10,0,5,10,54 - 66 minutes,18,3,2,105
Car | Bus,30,70,0.1,5,0,5,10,63 - 77 minutes,18,3,3,105
Uber/Lyft | Bus | Uber/Lyft,15,50,0.2,10,0,5,10,40 - 60 minutes,18,4,1,106
Bus | Bus | Uber/Lyft,15,30,0.05,10,5,5,5,28 - 32 minutes,18,4,2,106
Taxi | Bus | Bus,10,60,0.05,5,0,10,10,57 - 63 minutes,18,4,3,106
Car | Bus | Uber/Lyft,15,50,0.2,0,5,10,10,40 - 60 minutes,18,5,1,107
Car,30,70,0.2,0,10,5,5,56 - 84 minutes,18,5,2,107
Bus,25,60,0.2,10,5,10,10,48 - 72 minutes,18,5,3,107
Bus | Bus | Taxi,10,50,0.05,5,5,5,10,48 - 52 minutes,18,6,1,108
Taxi | Bus | Uber/Lyft,25,40,0.2,5,0,10,5,32 - 48 minutes,18,6,2,108
Bus | Bus | Bus,15,70,0.05,5,0,10,10,66 - 74 minutes,18,6,3,108
Uber/Lyft | Bus | Bus,20,30,0.2,5,0,10,5,24 - 36 minutes,19,1,1,109
Bus | Bus | Taxi,20,30,0.2,10,5,10,5,24 - 36 minutes,19,1,2,109
Car | Bus | Uber/Lyft,20,40,0.1,5,0,10,10,36 - 44 minutes,19,1,3,109
Uber/Lyft | Bus,10,60,0.1,10,10,10,10,54 - 66 minutes,19,2,1,110
Taxi,10,50,0.05,10,5,10,10,48 - 52 minutes,19,2,2,110
Bus | Bus,10,60,0.2,10,0,5,10,48 - 72 minutes,19,2,3,110
Uber/Lyft | Bus,10,30,0.2,5,10,10,10,24 - 36 minutes,19,3,1,111
Car,25,30,0.05,10,10,5,5,28 - 32 minutes,19,3,2,111
Uber/Lyft | Bus | Uber/Lyft,15,70,0.05,10,5,5,5,66 - 74 minutes,19,3,3,111
Uber/Lyft | Bus | Uber/Lyft,30,50,0.1,10,0,5,10,45 - 55 minutes,19,4,1,112
Car | Bus,15,70,0.2,0,5,5,5,56 - 84 minutes,19,4,2,112
Uber/Lyft | Bus,25,50,0.2,10,0,5,5,40 - 60 minutes,19,4,3,112
Car | Bus,15,60,0.1,5,5,5,5,54 - 66 minutes,19,5,1,113
Bus | Bus | Taxi,30,60,0.1,10,0,10,10,54 - 66 minutes,19,5,2,113
Uber/Lyft | Bus | Uber/Lyft,25,50,0.05,10,0,5,10,48 - 52 minutes,19,5,3,113
Uber/Lyft | Bus | Taxi,15,30,0.05,5,10,10,10,28 - 32 minutes,19,6,1,114
Bus | Bus | Uber/Lyft,20,60,0.1,0,5,10,5,54 - 66 minutes,19,6,2,114
Car | Bus | Bus,25,70,0.1,0,5,5,5,63 - 77 minutes,19,6,3,114
Bus | Bus,20,60,0.2,0,0,10,5,48 - 72 minutes,20,1,1,115
Bus | Bus | Taxi,20,50,0.05,10,0,10,5,48 - 52 minutes,20,1,2,115
Bus | Bus | Taxi,20,30,0.1,5,5,5,5,27 - 33 minutes,20,1,3,115
Bus | Bus | Taxi,15,70,0.2,5,5,10,10,56 - 84 minutes,20,2,1,116
Uber/Lyft | Bus | Taxi,20,60,0.1,5,0,10,10,54 - 66 minutes,20,2,2,116
Car | Bus | Bus,25,40,0.2,0,10,10,10,32 - 48 minutes,20,2,3,116
Uber/Lyft | Bus | Taxi,20,40,0.2,0,10,10,5,32 - 48 minutes,20,3,1,117
Taxi | Bus | Uber/Lyft,10,30,0.1,10,5,5,5,27 - 33 minutes,20,3,2,117
Bus | Bus | Taxi,10,50,0.2,10,10,10,10,40 - 60 minutes,20,3,3,117
Uber/Lyft | Bus,20,30,0.2,5,5,5,5,24 - 36 minutes,20,4,1,118
Bus | Bus | Bus,25,50,0.2,10,5,5,5,40 - 60 minutes,20,4,2,118
Bus | Bus | Taxi,15,50,0.05,5,0,5,10,48 - 52 minutes,20,4,3,118
Taxi | Bus | Bus,15,60,0.05,5,10,10,5,57 - 63 minutes,20,5,1,119
Uber/Lyft,30,60,0.1,0,0,10,5,54 - 66 minutes,20,5,2,119
Taxi | Bus | Taxi,20,30,0.2,10,5,5,10,24 - 36 minutes,20,5,3,119
Car | Bus | Bus,20,60,0.1,10,5,5,10,54 - 66 minutes,20,6,1,120
Uber/Lyft,15,40,0.2,0,5,10,10,32 - 48 minutes,20,6,2,120
Bus | Bus | Uber/Lyft,30,70,0.1,0,5,10,10,63 - 77 minutes,20,6,3,120
Car | Bus | Taxi,25,50,0.05,5,10,10,5,48 - 52 minutes,21,1,1,121
Car | Bus | Uber/Lyft,25,40,0.05,0,10,5,10,38 - 42 minutes,21,1,2,121
Bus | Bus | Bus,10,50,0.2,5,0,5,10,40 - 60 minutes,21,1,3,121
Uber/Lyft | Bus,25,30,0.2,0,0,5,5,24 - 36 minutes,21,2,1,122
Bus,15,60,0.1,10,5,5,10,54 - 66 minutes,21,2,2,122
Bus,20,70,0.2,0,5,5,5,56 - 84 minutes,21,2,3,122
Car,25,40,0.2,0,0,5,10,32 - 48 minutes,21,3,1,123
Taxi | Bus | Taxi,10,30,0.05,0,5,10,10,28 - 32 minutes,21,3,2,123
Bus | Bus | Uber/Lyft,10,60,0.1,0,0,5,5,54 - 66 minutes,21,3,3,123
Bus | Bus | Uber/Lyft,20,60,0.1,5,0,5,5,54 - 66 minutes,21,4,1,124
Bus | Bus | Uber/Lyft,20,60,0.2,0,10,5,10,48 - 72 minutes,21,4,2,124
Car | Bus | Taxi,30,40,0.2,0,10,5,10,32 - 48 minutes,21,4,3,124
Taxi | Bus,20,40,0.1,5,10,5,10,36 - 44 minutes,21,5,1,125
Uber/Lyft | Bus | Taxi,10,60,0.2,10,10,5,10,48 - 72 minutes,21,5,2,125
Uber/Lyft,15,50,0.05,5,5,10,5,48 - 52 minutes,21,5,3,125
Uber/Lyft | Bus | Uber/Lyft,15,40,0.2,5,5,10,10,32 - 48 minutes,21,6,1,126
Taxi | Bus | Taxi,25,60,0.1,0,10,10,10,54 - 66 minutes,21,6,2,126
Bus | Bus | Uber/Lyft,20,60,0.1,5,10,10,5,54 - 66 minutes,21,6,3,126
Uber/Lyft | Bus | Bus,15,50,0.2,0,5,10,5,40 - 60 minutes,22,1,1,127
Taxi | Bus | Uber/Lyft,15,50,0.05,5,0,10,10,48 - 52 minutes,22,1,2,127
Car | Bus | Bus,15,60,0.2,10,0,5,10,48 - 72 minutes,22,1,3,127
Uber/Lyft,10,40,0.2,10,0,10,10,32 - 48 minutes,22,2,1,128
Taxi | Bus | Uber/Lyft,15,50,0.1,10,0,5,10,45 - 55 minutes,22,2,2,128
Bus | Bus,25,30,0.05,5,5,10,10,28 - 32 minutes,22,2,3,128
Car | Bus | Bus,25,70,0.2,0,10,10,5,56 - 84 minutes,22,3,1,129
Taxi | Bus | Taxi,30,30,0.1,10,0,5,5,27 - 33 minutes,22,3,2,129
Uber/Lyft | Bus | Bus,20,40,0.2,5,10,10,5,32 - 48 minutes,22,3,3,129
Uber/Lyft | Bus | Taxi,30,40,0.1,10,0,5,10,36 - 44 minutes,22,4,1,130
Taxi | Bus | Bus,10,30,0.1,0,10,10,5,27 - 33 minutes,22,4,2,130
Uber/Lyft | Bus | Uber/Lyft,25,50,0.2,5,5,10,10,40 - 60 minutes,22,4,3,130
Car | Bus,25,30,0.1,0,0,10,10,27 - 33 minutes,22,5,1,131
Car | Bus | Bus,25,60,0.1,5,10,10,5,54 - 66 minutes,22,5,2,131
Bus | Bus | Uber/Lyft,15,60,0.1,10,0,10,10,54 - 66 minutes,22,5,3,131
Bus | Bus | Bus,10,60,0.2,5,5,10,5,48 - 72 minutes,22,6,1,132
Bus | Bus,25,60,0.1,0,5,5,5,54 - 66 minutes,22,6,2,132
Bus | Bus | Taxi,10,40,0.05,10,0,5,5,38 - 42 minutes,22,6,3,132
Uber/Lyft | Bus | Uber/Lyft,10,30,0.1,0,0,10,10,27 - 33 minutes,23,1,1,133
Uber/Lyft,15,60,0.1,10,5,10,10,54 - 66 minutes,23,1,2,133
Taxi | Bus,20,50,0.2,0,0,10,10,40 - 60 minutes,23,1,3,133
Car,30,40,0.05,0,0,10,5,38 - 42 minutes,23,2,1,134
Taxi | Bus | Taxi,20,60,0.2,10,10,5,5,48 - 72 minutes,23,2,2,134
Uber/Lyft | Bus,20,40,0.2,0,0,10,10,32 - 48 minutes,23,2,3,134
Uber/Lyft | Bus,10,50,0.2,10,10,10,10,40 - 60 minutes,23,3,1,135
Bus | Bus,10,40,0.05,0,5,5,5,38 - 42 minutes,23,3,2,135
Bus | Bus,30,60,0.2,0,0,10,10,48 - 72 minutes,23,3,3,135
Car | Bus,30,50,0.2,0,0,5,10,40 - 60 minutes,23,4,1,136
Car | Bus | Uber/Lyft,10,40,0.1,10,0,10,10,36 - 44 minutes,23,4,2,136
Uber/Lyft | Bus,15,30,0.05,0,5,5,10,28 - 32 minutes,23,4,3,136
Bus,20,60,0.05,10,5,5,10,57 - 63 minutes,23,5,1,137
Car | Bus | Bus,20,70,0.1,5,10,5,5,63 - 77 minutes,23,5,2,137
Taxi | Bus | Taxi,10,30,0.05,0,0,5,5,28 - 32 minutes,23,5,3,137
Uber/Lyft | Bus,30,50,0.1,0,0,10,5,45 - 55 minutes,23,6,1,138
Uber/Lyft,25,30,0.05,0,10,5,5,28 - 32 minutes,23,6,2,138
Bus | Bus | Taxi,25,50,0.1,10,10,5,5,45 - 55 minutes,23,6,3,138
Bus | Bus,25,30,0.1,10,5,5,5,27 - 33 minutes,24,1,1,139
Taxi | Bus | Uber/Lyft,10,40,0.05,5,5,5,5,38 - 42 minutes,24,1,2,139
Taxi | Bus | Uber/Lyft,25,40,0.1,5,5,5,10,36 - 44 minutes,24,1,3,139
Uber/Lyft,15,40,0.05,10,5,5,10,38 - 42 minutes,24,2,1,140
Car | Bus | Uber/Lyft,20,30,0.05,10,10,5,5,28 - 32 minutes,24,2,2,140
Car | Bus,30,30,0.05,0,0,10,10,28 - 32 minutes,24,2,3,140
Taxi | Bus | Taxi,25,70,0.05,0,5,10,5,66 - 74 minutes,24,3,1,141
Taxi,30,70,0.05,5,0,5,5,66 - 74 minutes,24,3,2,141
Uber/Lyft,10,30,0.2,0,5,10,10,24 - 36 minutes,24,3,3,141
Bus | Bus | Taxi,30,50,0.1,0,5,10,5,45 - 55 minutes,24,4,1,142
Taxi | Bus | Bus,20,30,0.1,5,5,5,10,27 - 33 minutes,24,4,2,142
Car | Bus | Uber/Lyft,15,40,0.2,0,10,10,5,32 - 48 minutes,24,4,3,142
Uber/Lyft | Bus | Uber/Lyft,15,60,0.2,10,0,5,5,48 - 72 minutes,24,5,1,143
Taxi,20,50,0.05,5,10,5,10,48 - 52 minutes,24,5,2,143
Bus | Bus | Uber/Lyft,20,40,0.05,5,5,10,5,38 - 42 minutes,24,5,3,143
Bus | Bus | Uber/Lyft,20,70,0.05,0,5,10,5,66 - 74 minutes,24,6,1,144
Car | Bus,15,30,0.05,10,10,5,10,28 - 32 minutes,24,6,2,144
Car,10,30,0.1,5,0,5,5,27 - 33 minutes,24,6,3,144
Bus | Bus | Taxi,25,60,0.2,0,0,10,5,48 - 72 minutes,25,1,1,145
Taxi,10,50,0.2,0,0,5,5,40 - 60 minutes,25,1,2,145
Taxi | Bus | Bus,30,40,0.2,5,0,10,10,32 - 48 minutes,25,1,3,145
Bus,15,40,0.2,5,10,5,10,32 - 48 minutes,25,2,1,146
Bus | Bus | Bus,30,40,0.2,10,0,5,10,32 - 48 minutes,25,2,2,146
Uber/Lyft,20,70,0.2,5,10,5,10,56 - 84 minutes,25,2,3,146
Bus | Bus | Uber/Lyft,15,30,0.1,10,0,10,5,27 - 33 minutes,25,3,1,147
Car | Bus | Uber/Lyft,25,70,0.1,10,5,5,10,63 - 77 minutes,25,3,2,147
Car,15,70,0.2,0,0,5,10,56 - 84 minutes,25,3,3,147
Uber/Lyft | Bus | Taxi,10,70,0.1,10,0,5,10,63 - 77 minutes,25,4,1,148
Car,10,40,0.1,5,0,5,10,36 - 44 minutes,25,4,2,148
Bus | Bus | Taxi,20,30,0.1,0,0,10,5,27 - 33 minutes,25,4,3,148
Taxi | Bus | Bus,30,70,0.1,10,5,5,10,63 - 77 minutes,25,5,1,149
Taxi,20,70,0.1,0,5,10,10,63 - 77 minutes,25,5,2,149
Car | Bus | Taxi,30,30,0.05,5,5,5,10,28 - 32 minutes,25,5,3,149
Bus | Bus,10,40,0.05,0,10,5,10,38 - 42 minutes,25,6,1,150
Car | Bus,10,60,0.05,10,0,10,5,57 - 63 minutes,25,6,2,150
Car | Bus | Taxi,10,60,0.2,0,5,10,10,48 - 72 minutes,25,6,3,150
Taxi | Bus,25,40,0.05,10,10,5,5,38 - 42 minutes,26,1,1,151
Uber/Lyft | Bus | Taxi,25,60,0.1,0,5,10,10,54 - 66 minutes,26,1,2,151
Taxi | Bus | Bus,15,60,0.1,5,5,5,10,54 - 66 minutes,26,1,3,151
Uber/Lyft,15,40,0.1,10,10,5,10,36 - 44 minutes,26,2,1,152
Bus | Bus | Taxi,30,30,0.2,0,0,5,5,24 - 36 minutes,26,2,2,152
Car | Bus | Uber/Lyft,20,70,0.2,5,5,10,10,56 - 84 minutes,26,2,3,152
Bus | Bus | Taxi,15,50,0.05,5,0,5,5,48 - 52 minutes,26,3,1,153
Taxi,25,30,0.2,10,10,5,10,24 - 36 minutes,26,3,2,153
Bus | Bus | Taxi,25,70,0.1,10,10,5,5,63 - 77 minutes,26,3,3,153
Uber/Lyft | Bus,25,30,0.2,5,0,5,10,24 - 36 minutes,26,4,1,154
Bus | Bus | Bus,10,60,0.05,10,5,10,5,57 - 63 minutes,26,4,2,154
Bus | Bus,10,60,0.1,10,10,5,10,54 - 66 minutes,26,4,3,154
Car,10,50,0.1,10,5,5,10,45 - 55 minutes,26,5,1,155
Car,30,50,0.05,5,10,5,5,48 - 52 minutes,26,5,2,155
Car | Bus,20,40,0.05,5,5,5,5,38 - 42 minutes,26,5,3,155
Bus | Bus | Uber/Lyft,15,40,0.1,10,5,10,10,36 - 44 minutes,26,6,1,156
Taxi | Bus | Bus,20,30,0.05,10,5,5,5,28 - 32 minutes,26,6,2,156
Bus | Bus | Bus,15,30,0.1,0,0,5,10,27 - 33 minutes,26,6,3,156
Uber/Lyft | Bus | Taxi,10,70,0.2,5,10,10,10,56 - 84 minutes,27,1,1,157
Car,20,40,0.05,0,0,5,5,38 - 42 minutes,27,1,2,157
Uber/Lyft,25,40,0.05,10,10,5,10,38 - 42 minutes,27,1,3,157
Taxi,15,30,0.1,0,5,5,10,27 - 33 minutes,27,2,1,158
Car,20,60,0.1,5,5,5,5,54 - 66 minutes,27,2,2,158
Taxi | Bus | Uber/Lyft,30,50,0.1,0,10,5,10,45 - 55 minutes,27,2,3,158
Uber/Lyft | Bus | Bus,25,60,0.2,0,5,5,5,48 - 72 minutes,27,3,1,159
Bus,10,40,0.2,0,5,5,10,32 - 48 minutes,27,3,2,159
Taxi | Bus,15,30,0.1,5,10,10,5,27 - 33 minutes,27,3,3,159
Taxi | Bus | Bus,15,70,0.05,10,0,10,10,66 - 74 minutes,27,4,1,160
Taxi | Bus | Taxi,15,30,0.2,10,10,5,5,24 - 36 minutes,27,4,2,160
Taxi | Bus | Bus,25,60,0.2,5,5,10,10,48 - 72 minutes,27,4,3,160
Bus | Bus | Bus,15,60,0.05,0,10,5,5,57 - 63 minutes,27,5,1,161
Uber/Lyft,15,50,0.2,5,0,10,10,40 - 60 minutes,27,5,2,161
Bus | Bus | Taxi,15,30,0.1,0,10,10,10,27 - 33 minutes,27,5,3,161
Bus | Bus | Uber/Lyft,30,70,0.1,10,10,5,10,63 - 77 minutes,27,6,1,162
Taxi | Bus,25,30,0.1,0,10,10,5,27 - 33 minutes,27,6,2,162
Car | Bus,30,50,0.1,10,5,10,5,45 - 55 minutes,27,6,3,162
Bus,30,70,0.1,0,0,5,5,63 - 77 minutes,28,1,1,163
Uber/Lyft | Bus | Uber/Lyft,10,50,0.05,5,0,10,5,48 - 52 minutes,28,1,2,163
Bus | Bus,25,40,0.1,5,5,5,5,36 - 44 minutes,28,1,3,163
Taxi | Bus,15,30,0.2,5,0,10,5,24 - 36 minutes,28,2,1,164
Uber/Lyft | Bus | Taxi,30,60,0.1,0,5,5,5,54 - 66 minutes,28,2,2,164
Taxi,25,70,0.05,5,0,5,5,66 - 74 minutes,28,2,3,164
Uber/Lyft,10,50,0.05,0,5,10,5,48 - 52 minutes,28,3,1,165
Bus | Bus | Uber/Lyft,10,40,0.2,10,5,10,10,32 - 48 minutes,28,3,2,165
Bus,20,70,0.05,10,10,10,10,66 - 74 minutes,28,3,3,165
Bus,20,50,0.1,5,5,5,5,45 - 55 minutes,28,4,1,166
Taxi | Bus,30,70,0.05,5,10,5,10,66 - 74 minutes,28,4,2,166
Taxi,10,70,0.1,5,10,10,5,63 - 77 minutes,28,4,3,166
Bus | Bus | Bus,10,60,0.2,5,0,10,5,48 - 72 minutes,28,5,1,167
Car | Bus | Bus,25,50,0.05,5,5,5,5,48 - 52 minutes,28,5,2,167
Bus | Bus | Taxi,15,60,0.2,0,0,10,10,48 - 72 minutes,28,5,3,167
Uber/Lyft | Bus | Uber/Lyft,25,30,0.1,10,0,10,10,27 - 33 minutes,28,6,1,168
Uber/Lyft | Bus | Bus,10,40,0.05,5,10,10,10,38 - 42 minutes,28,6,2,168
Car | Bus | Bus,30,40,0.05,5,10,5,10,38 - 42 minutes,28,6,3,168
Uber/Lyft | Bus | Bus,30,30,0.05,10,5,5,10,28 - 32 minutes,29,1,1,169
Uber/Lyft | Bus | Uber/Lyft,15,30,0.05,0,5,5,10,28 - 32 minutes,29,1,2,169
Car | Bus,10,50,0.1,0,0,10,10,45 - 55 minutes,29,1,3,169
Taxi | Bus,25,40,0.2,10,10,10,5,32 - 48 minutes,29,2,1,170
Bus | Bus | Taxi,15,60,0.2,0,5,10,10,48 - 72 minutes,29,2,2,170
Car,20,30,0.05,10,5,5,10,28 - 32 minutes,29,2,3,170
Bus | Bus,15,40,0.2,5,10,10,5,32 - 48 minutes,29,3,1,171
Uber/Lyft | Bus | Uber/Lyft,15,40,0.05,10,5,5,10,38 - 42 minutes,29,3,2,171
Bus | Bus | Uber/Lyft,10,60,0.2,5,10,5,5,48 - 72 minutes,29,3,3,171
Car | Bus | Bus,30,50,0.1,0,10,5,10,45 - 55 minutes,29,4,1,172
Bus | Bus,10,50,0.05,10,0,10,5,48 - 52 minutes,29,4,2,172
Bus | Bus | Uber/Lyft,15,50,0.05,0,5,10,10,48 - 52 minutes,29,4,3,172
Bus | Bus | Taxi,10,30,0.1,5,10,10,5,27 - 33 minutes,29,5,1,173
Bus,20,50,0.05,5,10,5,10,48 - 52 minutes,29,5,2,173
Taxi | Bus | Uber/Lyft,25,60,0.1,5,10,10,10,54 - 66 minutes,29,5,3,173
Bus | Bus | Bus,25,50,0.05,5,0,5,5,48 - 52 minutes,29,6,1,174
Car | Bus | Taxi,10,40,0.05,10,0,5,10,38 - 42 minutes,29,6,2,174
Car | Bus,10,70,0.1,0,10,10,10,63 - 77 minutes,29,6,3,174
Uber/Lyft | Bus | Taxi,30,60,0.1,5,5,5,5,54 - 66 minutes,30,1,1,175
Bus | Bus,30,60,0.05,5,5,10,10,57 - 63 minutes,30,1,2,175
Taxi | Bus | Bus,30,70,0.2,0,10,10,5,56 - 84 minutes,30,1,3,175
Taxi | Bus | Uber/Lyft,20,40,0.2,5,5,5,10,32 - 48 minutes,30,2,1,176
Car,15,50,0.1,0,5,10,10,45 - 55 minutes,30,2,2,176
Bus | Bus | Bus,25,50,0.1,10,10,10,5,45 - 55 minutes,30,2,3,176
Car,20,30,0.1,10,5,10,5,27 - 33 minutes,30,3,1,177
Car | Bus | Taxi,25,30,0.1,10,10,5,10,27 - 33 minutes,30,3,2,177
Taxi | Bus | Bus,20,40,0.1,5,10,10,5,36 - 44 minutes,30,3,3,177
Uber/Lyft,25,70,0.05,5,5,5,10,66 - 74 minutes,30,4,1,178
Bus | Bus,15,60,0.05,5,0,10,5,57 - 63 minutes,30,4,2,178
Car | Bus,20,50,0.1,10,5,5,5,45 - 55 minutes,30,4,3,178
Taxi,15,30,0.05,10,10,10,10,28 - 32 minutes,30,5,1,179
Bus | Bus,25,40,0.2,0,10,10,5,32 - 48 minutes,30,5,2,179
Bus | Bus | Uber/Lyft,30,60,0.05,0,10,5,10,57 - 63 minutes,30,5,3,179
Car,15,50,0.1,10,10,5,5,45 - 55 minutes,30,6,1,180
Bus | Bus | Uber/Lyft,15,30,0.05,5,5,5,5,28 - 32 minutes,30,6,2,180
Car | Bus | Taxi,25,30,0.2,5,0,10,10,24 - 36 minutes,30,6,3,180
Taxi | Bus | Bus,10,40,0.2,5,10,10,5,32 - 48 minutes,31,1,1,181
Car | Bus | Bus,15,70,0.05,0,5,5,5,66 - 74 minutes,31,1,2,181
Uber/Lyft | Bus | Uber/Lyft,10,50,0.1,5,10,10,10,45 - 55 minutes,31,1,3,181
Uber/Lyft | Bus | Taxi,25,50,0.05,0,0,10,10,48 - 52 minutes,31,2,1,182
Car | Bus | Bus,10,50,0.2,10,10,5,10,40 - 60 minutes,31,2,2,182
Car,20,60,0.05,0,5,5,5,57 - 63 minutes,31,2,3,182
Uber/Lyft | Bus,10,50,0.05,10,5,10,5,48 - 52 minutes,31,3,1,183
Car | Bus | Uber/Lyft,20,70,0.1,5,0,5,5,63 - 77 minutes,31,3,2,183
Taxi,25,50,0.1,0,10,5,10,45 - 55 minutes,31,3,3,183
Taxi | Bus | Uber/Lyft,15,60,0.1,10,5,10,10,54 - 66 minutes,31,4,1,184
Taxi | Bus,10,30,0.2,10,5,10,5,24 - 36 minutes,31,4,2,184
Uber/Lyft | Bus | Uber/Lyft,20,50,0.05,10,5,5,5,48 - 52 minutes,31,4,3,184
Bus | Bus,10,40,0.05,10,10,10,10,38 - 42 minutes,31,5,1,185
Car | Bus | Taxi,10,70,0.05,10,10,10,5,66 - 74 minutes,31,5,2,185
Bus,20,50,0.2,5,0,10,5,40 - 60 minutes,31,5,3,185
Bus | Bus | Bus,30,60,0.05,10,0,10,10,57 - 63 minutes,31,6,1,186
Bus | Bus,10,40,0.1,10,0,10,5,36 - 44 minutes,31,6,2,186
Bus | Bus | Uber/Lyft,30,60,0.1,0,0,10,5,54 - 66 minutes,31,6,3,186
Taxi,10,70,0.1,5,10,5,10,63 - 77 minutes,32,1,1,187
Car | Bus | Bus,15,70,0.05,10,5,10,10,66 - 74 minutes,32,1,2,187
Bus | Bus | Taxi,10,50,0.1,10,10,5,5,45 - 55 minutes,32,1,3,187
Car | Bus,10,30,0.1,5,10,5,5,27 - 33 minutes,32,2,1,188
Car | Bus | Bus,10,40,0.2,0,0,5,10,32 - 48 minutes,32,2,2,188
Car | Bus | Bus,25,70,0.05,10,5,10,10,66 - 74 minutes,32,2,3,188
Car | Bus,15,40,0.2,10,5,5,10,32 - 48 minutes,32,3,1,189
Uber/Lyft,25,70,0.1,10,5,5,5,63 - 77 minutes,32,3,2,189
Bus | Bus | Taxi,10,70,0.2,0,10,10,10,56 - 84 minutes,32,3,3,189
Taxi | Bus | Taxi,25,50,0.05,5,10,5,10,48 - 52 minutes,32,4,1,190
Car | Bus | Bus,25,30,0.2,0,10,5,5,24 - 36 minutes,32,4,2,190
Car,25,30,0.1,5,5,5,10,27 - 33 minutes,32,4,3,190
Uber/Lyft | Bus,10,50,0.05,5,0,10,10,48 - 52 minutes,32,5,1,191
Uber/Lyft | Bus | Uber/Lyft,10,60,0.05,5,10,5,10,57 - 63 minutes,32,5,2,191
Car,25,50,0.2,5,0,10,5,40 - 60 minutes,32,5,3,191
Bus | Bus | Taxi,30,30,0.2,10,0,5,10,24 - 36 minutes,32,6,1,192
Taxi | Bus | Bus,15,50,0.05,10,5,5,10,48 - 52 minutes,32,6,2,192
Taxi | Bus | Bus,25,70,0.1,5,5,10,5,63 - 77 minutes,32,6,3,192
Car | Bus | Taxi,15,60,0.1,0,5,10,5,54 - 66 minutes,33,1,1,193
Car | Bus | Taxi,15,40,0.1,10,0,5,10,36 - 44 minutes,33,1,2,193
Car | Bus,15,70,0.1,5,10,5,10,63 - 77 minutes,33,1,3,193
Bus | Bus | Taxi,30,50,0.2,10,0,10,10,40 - 60 minutes,33,2,1,194
Bus | Bus | Bus,10,60,0.2,0,5,10,10,48 - 72 minutes,33,2,2,194
Taxi | Bus,10,60,0.2,10,0,5,5,48 - 72 minutes,33,2,3,194
Uber/Lyft | Bus | Taxi,30,50,0.1,10,0,10,5,45 - 55 minutes,33,3,1,195
Uber/Lyft | Bus | Bus,25,60,0.1,5,0,10,5,54 - 66 minutes,33,3,2,195
Taxi | Bus,30,60,0.2,0,0,10,10,48 - 72 minutes,33,3,3,195
Uber/Lyft | Bus | Taxi,25,70,0.05,0,10,5,5,66 - 74 minutes,33,4,1,196
Car | Bus | Bus,30,40,0.1,0,0,5,10,36 - 44 minutes,33,4,2,196
Uber/Lyft | Bus,20,30,0.1,5,5,5,10,27 - 33 minutes,33,4,3,196
Bus | Bus | Bus,10,50,0.05,5,5,10,10,48 - 52 minutes,33,5,1,197
Bus | Bus | Bus,30,60,0.05,10,10,5,10,57 - 63 minutes,33,5,2,197
Uber/Lyft | Bus | Bus,30,60,0.05,10,5,5,5,57 - 63 minutes,33,5,3,197
Uber/Lyft | Bus,20,30,0.05,10,10,5,5,28 - 32 minutes,33,6,1,198
Bus | Bus | Bus,15,70,0.1,0,0,10,5,63 - 77 minutes,33,6,2,198
Taxi | Bus | Taxi,25,70,0.1,5,10,10,5,63 - 77 minutes,33,6,3,198
Uber/Lyft,30,40,0.05,5,0,10,10,38 - 42 minutes,34,1,1,199
Bus | Bus | Bus,20,60,0.1,5,5,10,10,54 - 66 minutes,34,1,2,199
Bus | Bus | Taxi,25,50,0.1,0,5,10,5,45 - 55 minutes,34,1,3,199
Uber/Lyft | Bus | Uber/Lyft,15,50,0.05,5,5,5,10,48 - 52 minutes,34,2,1,200
Taxi | Bus,25,40,0.2,10,5,10,5,32 - 48 minutes,34,2,2,200
Car | Bus | Taxi,30,60,0.1,10,10,10,10,54 - 66 minutes,34,2,3,200
Bus | Bus | Bus,30,70,0.2,5,5,10,5,56 - 84 minutes,34,3,1,201
Uber/Lyft | Bus | Bus,20,60,0.2,0,0,5,5,48 - 72 minutes,34,3,2,201
Taxi | Bus,30,40,0.1,0,0,10,10,36 - 44 minutes,34,3,3,201
