leg1Mode,leg2Mode,leg3Mode,price,leg1Time,leg2Time,leg3Time,transfer1Time,transfer2Time,transfer3Time,tripTimeUnc,numLegs,lastLegMode,trip,carInTrip,expressInTrip,walkInTrip,busInTrip,taxiInTrip,uberInTrip,totalLegTime,totalWaitTime,totalTripTime,tripTimeMax,tripTimeRange,rowID,respID,qID,altID,obsID
Uber/Lyft,Walk,None,10,20,10,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,39,35 - 39 minutes,18543,8,2,2,44
Taxi,None,None,25,30,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,36,32 - 36 minutes,17029,8,2,3,44
Taxi,None,None,20,25,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,42,35 - 42 minutes,36722,8,3,1,45
Bus,None,None,10,10,0,0,2,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,12,14,12 - 14 minutes,16644,8,3,2,45
Taxi,None,None,15,10,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,2,12,15,12 - 15 minutes,33289,8,3,3,45
Bus,Walk,None,10,10,15,0,10,0,0,0.1,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,10,35,39,35 - 39 minutes,20229,8,4,1,46
Taxi,None,None,10,30,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,34,32 - 34 minutes,364,8,4,2,46
Bus,Walk,None,10,10,10,0,2,0,0,0.05,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,20,2,22,24,22 - 24 minutes,30,8,4,3,46
Uber/Lyft,Walk,None,10,20,10,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,10,40,48,40 - 48 minutes,36621,8,5,1,47
Bus,Bus,Bus,2,30,10,15,5,2,10,0.1,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,55,17,72,80,72 - 80 minutes,31158,8,5,2,47
Bus,Walk,Bus,2,20,15,20,5,0,2,0.05,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,7,62,66,62 - 66 minutes,3137,8,5,3,47
Uber/Lyft,Walk,None,25,20,15,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,5,40,48,40 - 48 minutes,35559,8,6,1,48
Bus,None,None,10,10,0,0,2,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,2,12,13,12 - 13 minutes,21,8,6,2,48
Uber/Lyft,Walk,None,30,10,15,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,36,30 - 36 minutes,35439,8,6,3,48
Bus,Uber/Lyft,None,10,30,15,0,5,2,0,0.1,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,45,7,52,58,52 - 58 minutes,19027,9,1,1,49
Uber/Lyft,Walk,None,15,20,10,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,39,35 - 39 minutes,18559,9,1,2,49
Bus,Bus,Walk,10,20,15,15,2,5,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,7,57,60,57 - 60 minutes,5536,9,1,3,49
Bus,Bus,Walk,5,30,20,15,5,5,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,65,10,75,83,75 - 83 minutes,23247,9,2,1,50
Taxi,None,None,30,15,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,21,20 - 21 minutes,1889,9,2,2,50
Bus,Walk,Bus,5,25,10,20,5,0,5,0.2,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,55,10,65,78,65 - 78 minutes,44856,9,2,3,50
Walk,Bus,Uber/Lyft,25,15,15,20,0,2,2,0.2,3,Uber/Lyft,Walk|Bus|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,50,4,54,65,54 - 65 minutes,34893,9,3,1,51
Taxi,None,None,20,25,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,2,27,33,27 - 33 minutes,33562,9,3,2,51
Walk,Bus,None,5,10,15,0,0,2,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,2,27,33,27 - 33 minutes,33684,9,3,3,51
Taxi,None,None,10,15,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,24,20 - 24 minutes,35081,9,4,1,52
Taxi,None,None,25,25,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,10,35,42,35 - 42 minutes,36734,9,4,2,52
Walk,Bus,Taxi,15,15,15,15,0,5,10,0.05,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,45,15,60,63,60 - 63 minutes,15535,9,4,3,52
Bus,Taxi,None,30,10,15,0,2,2,0,0.05,2,Taxi,Bus|Taxi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25,4,29,31,29 - 31 minutes,502,9,5,1,53
Taxi,Bus,Walk,30,20,20,10,5,10,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,50,15,65,69,65 - 69 minutes,9216,9,5,2,53
Walk,Bus,None,5,15,10,0,0,10,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,10,35,39,35 - 39 minutes,24240,9,5,3,53
Uber/Lyft,Walk,None,20,25,15,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,56,50 - 56 minutes,20446,9,6,1,54
Walk,Bus,Bus,2,15,20,15,0,2,2,0.1,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,4,54,60,54 - 60 minutes,18035,9,6,2,54
Taxi,None,None,20,10,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,16,15 - 16 minutes,1787,9,6,3,54
Uber/Lyft,Walk,None,30,20,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,42,35 - 42 minutes,35218,10,1,1,55
Taxi,None,None,15,10,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,2,12,14,12 - 14 minutes,16666,10,1,2,55
Walk,Bus,Bus,5,10,10,10,0,5,5,0.05,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,10,40,42,40 - 42 minutes,12262,10,1,3,55
Bus,Bus,Walk,10,30,10,10,10,2,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,12,62,69,62 - 69 minutes,20163,10,2,1,56
Uber/Lyft,Walk,None,15,25,15,0,10,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,10,50,53,50 - 53 minutes,3813,10,2,2,56
Uber/Lyft,Walk,None,15,10,10,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20,10,30,36,30 - 36 minutes,36481,10,2,3,56
Taxi,Bus,Walk,30,10,15,10,5,10,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,35,15,50,53,50 - 53 minutes,8943,10,3,1,57
Taxi,Walk,None,15,25,10,0,10,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,35,10,45,50,45 - 50 minutes,20093,10,3,2,57
Bus,None,None,10,30,0,0,2,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,2,32,36,32 - 36 minutes,16988,10,3,3,57
Uber/Lyft,Walk,None,20,15,15,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,42,35 - 42 minutes,35484,10,4,1,58
Uber/Lyft,None,None,30,15,0,0,10,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,10,25,30,25 - 30 minutes,36589,10,4,2,58
Bus,Walk,Bus,10,20,10,10,10,0,2,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,12,52,58,52 - 58 minutes,20004,10,4,3,58
Bus,Bus,Walk,10,25,20,15,5,10,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,60,15,75,90,75 - 90 minutes,42756,10,5,1,59
Uber/Lyft,Walk,None,15,15,15,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,2,32,39,32 - 39 minutes,33799,10,5,2,59
Bus,Bus,Walk,10,20,20,10,10,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,12,62,75,62 - 75 minutes,37252,10,5,3,59
Taxi,Walk,None,10,30,15,0,10,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,45,10,55,58,55 - 58 minutes,3865,10,6,1,60
Bus,Uber/Lyft,None,15,20,10,0,10,2,0,0.2,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,30,12,42,51,42 - 51 minutes,36633,10,6,2,60
Bus,None,None,10,15,0,0,2,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,2,17,21,17 - 21 minutes,33364,10,6,3,60
Taxi,Bus,Walk,10,15,15,10,2,10,0,0.1,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,40,12,52,58,52 - 58 minutes,24489,11,1,1,61
Uber/Lyft,Walk,None,25,30,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,5,45,54,45 - 54 minutes,35362,11,1,2,61
Bus,None,None,10,20,0,0,2,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,2,22,25,22 - 25 minutes,16832,11,1,3,61
Uber/Lyft,Walk,None,20,10,15,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,33,30 - 33 minutes,18796,11,2,1,62
Bus,Bus,Walk,10,30,15,15,2,10,0,0.1,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,60,12,72,80,72 - 80 minutes,25089,11,2,2,62
Bus,Bus,Walk,2,25,10,10,5,10,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,15,60,72,60 - 72 minutes,42075,11,2,3,62
Uber/Lyft,Walk,None,20,10,15,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,33,30 - 33 minutes,18796,11,3,1,63
Uber/Lyft,Walk,None,15,25,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,5,40,48,40 - 48 minutes,35260,11,3,2,63
Taxi,Walk,None,15,30,10,0,2,0,0,0.1,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,40,2,42,47,42 - 47 minutes,17011,11,3,3,63
Taxi,Walk,None,25,20,15,0,2,0,0,0.2,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,35,2,37,45,37 - 45 minutes,33893,11,4,1,64
Uber/Lyft,Walk,None,25,20,10,0,5,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,39,35 - 39 minutes,18583,11,4,2,64
Uber/Lyft,Walk,None,25,30,10,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,51,42 - 51 minutes,33657,11,4,3,64
Bus,Bus,Walk,2,15,20,15,5,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,7,57,69,57 - 69 minutes,36207,11,5,1,65
Bus,Walk,Bus,10,20,15,15,5,0,5,0.2,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,10,60,72,60 - 72 minutes,44749,11,5,2,65
Bus,None,None,5,30,0,0,10,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,10,40,42,40 - 42 minutes,3517,11,5,3,65
Walk,Bus,Walk,10,10,15,15,0,10,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,10,50,53,50 - 53 minutes,8378,11,6,1,66
Taxi,None,None,25,15,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,24,20 - 24 minutes,35123,11,6,2,66
Taxi,Bus,None,15,10,20,0,10,5,0,0.05,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,30,15,45,48,45 - 48 minutes,7090,11,6,3,66
Uber/Lyft,Walk,None,10,25,10,0,10,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,10,45,50,45 - 50 minutes,20076,12,1,1,67
Uber/Lyft,None,None,10,15,0,0,2,0,0,0.1,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,2,17,19,17 - 19 minutes,16739,12,1,2,67
Uber/Lyft,Walk,None,30,10,10,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20,2,22,27,22 - 27 minutes,33336,12,1,3,67
Walk,Bus,Bus,10,15,15,10,0,2,5,0.2,3,Bus,Walk|Bus|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,7,47,57,47 - 57 minutes,43842,12,2,1,68
Taxi,None,None,10,30,0,0,10,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,10,40,44,40 - 44 minutes,20147,12,2,2,68
Uber/Lyft,Bus,Walk,10,25,10,15,10,2,0,0.1,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,50,12,62,69,62 - 69 minutes,20829,12,2,3,68
Taxi,None,None,20,25,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,2,27,29,27 - 29 minutes,316,12,3,1,69
Uber/Lyft,Walk,None,25,25,10,0,2,0,0,0.1,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,2,37,41,37 - 41 minutes,16956,12,3,2,69
Walk,Bus,None,10,10,20,0,0,2,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,2,32,39,32 - 39 minutes,34055,12,3,3,69
Bus,Walk,None,10,25,10,0,5,0,0,0.2,2,Walk,Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,5,40,48,40 - 48 minutes,35246,12,4,1,70
Taxi,Bus,None,30,15,20,0,5,2,0,0.2,2,Bus,Taxi|Bus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,35,7,42,51,42 - 51 minutes,35780,12,4,2,70
Uber/Lyft,None,None,25,10,0,0,2,0,0,0.2,1,Uber/Lyft,Uber/Lyft,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,10,2,12,15,12 - 15 minutes,33316,12,4,3,70
Walk,Bus,Walk,10,10,20,15,0,10,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,10,55,58,55 - 58 minutes,8490,12,5,1,71
Uber/Lyft,Bus,None,30,30,20,0,5,5,0,0.1,2,Bus,Uber/Lyft|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,50,10,60,66,60 - 66 minutes,23016,12,5,2,71
Walk,Bus,None,10,10,15,0,0,2,0,0.2,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,2,27,33,27 - 33 minutes,33696,12,5,3,71
Taxi,Bus,Walk,20,10,15,10,2,10,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,35,12,47,50,47 - 50 minutes,7826,12,6,1,72
Walk,Bus,Walk,2,15,10,15,0,5,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,5,45,48,45 - 48 minutes,5388,12,6,2,72
Taxi,None,None,15,30,0,0,2,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,2,32,36,32 - 36 minutes,17005,12,6,3,72
Taxi,None,None,10,10,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,17,15 - 17 minutes,18380,13,1,1,73
Taxi,None,None,20,15,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,5,20,24,20 - 24 minutes,35111,13,1,2,73
Bus,Walk,Bus,2,30,10,10,2,0,10,0.05,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,50,12,62,66,62 - 66 minutes,13628,13,1,3,73
Bus,Uber/Lyft,None,25,30,15,0,5,10,0,0.2,2,Uber/Lyft,Bus|Uber/Lyft,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,45,15,60,72,60 - 72 minutes,42334,13,2,1,74
Uber/Lyft,Walk,None,25,25,10,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,10,45,54,45 - 54 minutes,36739,13,2,2,74
Walk,Bus,Walk,10,10,20,10,0,2,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,2,42,45,42 - 45 minutes,817,13,2,3,74
Uber/Lyft,Walk,None,20,10,10,0,10,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,20,10,30,36,30 - 36 minutes,36493,13,3,1,75
Taxi,None,None,30,25,0,0,5,0,0,0.1,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,5,30,33,30 - 33 minutes,18668,13,3,2,75
Walk,Bus,None,5,10,15,0,0,10,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,10,35,39,35 - 39 minutes,24415,13,3,3,75
Walk,Bus,None,5,10,10,0,0,2,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,20,2,22,25,22 - 25 minutes,16635,13,4,1,76
Taxi,None,None,20,20,0,0,5,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,5,25,30,25 - 30 minutes,35189,13,4,2,76
Walk,Bus,Walk,10,15,20,10,0,2,0,0.05,3,Walk,Walk|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,45,2,47,50,47 - 50 minutes,875,13,4,3,76
Bus,Bus,Walk,5,10,10,15,10,2,0,0.2,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,12,47,57,47 - 57 minutes,37360,13,5,1,77
Taxi,None,None,10,15,0,0,2,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,2,17,18,17 - 18 minutes,117,13,5,2,77
Uber/Lyft,Walk,None,30,30,10,0,2,0,0,0.05,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,2,42,45,42 - 45 minutes,423,13,5,3,77
Bus,None,None,5,30,0,0,5,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,5,35,37,35 - 37 minutes,2062,13,6,1,78
Bus,Walk,Uber/Lyft,25,30,15,20,5,0,5,0.1,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,65,10,75,83,75 - 83 minutes,28338,13,6,2,78
Taxi,None,None,25,10,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,10,20,21,20 - 21 minutes,3254,13,6,3,78
Bus,None,None,10,20,0,0,2,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,2,22,25,22 - 25 minutes,16832,14,1,1,79
Bus,None,None,5,15,0,0,2,0,0,0.2,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15,2,17,21,17 - 21 minutes,33353,14,1,2,79
Walk,Bus,Taxi,15,15,10,15,0,10,10,0.1,3,Taxi,Walk|Bus|Taxi,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,40,20,60,66,60 - 66 minutes,32756,14,1,3,79
Bus,Walk,Bus,5,30,15,20,10,0,2,0.2,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,65,12,77,93,77 - 93 minutes,37872,14,2,1,80
Uber/Lyft,Bus,Walk,30,25,15,15,5,5,0,0.05,3,Walk,Uber/Lyft|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,55,10,65,69,65 - 69 minutes,6539,14,2,2,80
Bus,Bus,Walk,5,15,15,10,5,2,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,40,7,47,50,47 - 50 minutes,2208,14,2,3,80
Uber/Lyft,Walk,None,25,30,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,40,5,45,54,45 - 54 minutes,35362,14,3,1,81
Taxi,None,None,20,30,0,0,10,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,10,40,42,40 - 42 minutes,3554,14,3,2,81
Taxi,None,None,25,10,0,0,5,0,0,0.05,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,10,5,15,16,15 - 16 minutes,1799,14,3,3,81
Bus,None,None,10,10,0,0,5,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,5,15,17,15 - 17 minutes,18381,14,4,1,82
Uber/Lyft,Walk,None,30,15,10,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,25,5,30,36,30 - 36 minutes,35140,14,4,2,82
Bus,None,None,10,25,0,0,10,0,0,0.05,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25,10,35,37,35 - 37 minutes,3447,14,4,3,82
Uber/Lyft,Walk,None,30,20,15,0,2,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,35,2,37,45,37 - 45 minutes,33902,14,5,1,83
Bus,Bus,Walk,2,25,20,15,5,5,0,0.05,3,Walk,Bus|Bus|Walk,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,60,10,70,74,70 - 74 minutes,6606,14,5,2,83
Taxi,Walk,None,20,25,15,0,10,0,0,0.05,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,40,10,50,53,50 - 53 minutes,3824,14,5,3,83
Taxi,Bus,Walk,15,25,10,10,2,5,0,0.05,3,Walk,Taxi|Bus|Walk,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,45,7,52,55,52 - 55 minutes,4829,14,6,1,84
Walk,Bus,None,10,15,15,0,0,10,0,0.05,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,30,10,40,42,40 - 42 minutes,7860,14,6,2,84
Uber/Lyft,Walk,None,10,15,15,0,5,0,0,0.2,2,Walk,Uber/Lyft|Walk,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,30,5,35,42,35 - 42 minutes,35460,14,6,3,84
Walk,Bus,None,2,15,20,0,0,10,0,0.1,2,Bus,Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,35,10,45,50,45 - 50 minutes,24700,15,1,1,85
Taxi,Walk,None,15,10,10,0,10,0,0,0.2,2,Walk,Taxi|Walk,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,20,10,30,36,30 - 36 minutes,36482,15,1,2,85
Bus,None,None,2,10,0,0,10,0,0,0.1,1,Bus,Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,10,20,22,20 - 22 minutes,19822,15,1,3,85
Bus,Walk,Uber/Lyft,15,25,15,10,5,0,2,0.2,3,Uber/Lyft,Bus|Walk|Uber/Lyft,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,50,7,57,69,57 - 69 minutes,35606,15,2,1,86
Bus,Bus,None,5,20,20,0,5,2,0,0.2,2,Bus,Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,40,7,47,57,47 - 57 minutes,35786,15,2,2,86
Taxi,None,None,30,15,0,0,10,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15,10,25,30,25 - 30 minutes,36590,15,2,3,86
Bus,Walk,Bus,10,25,15,20,10,0,5,0.1,3,Bus,Bus|Walk|Bus,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,60,15,75,83,75 - 83 minutes,28842,15,3,1,87
Bus,Bus,Bus,10,15,15,20,10,5,10,0.05,3,Bus,Bus|Bus|Bus,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50,25,75,79,75 - 79 minutes,15960,15,3,2,87
Taxi,None,None,30,25,0,0,2,0,0,0.2,1,Taxi,Taxi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25,2,27,33,27 - 33 minutes,33586,15,3,3,87
